username,email,password,role
claudin.cissé,claudin.cissé@school.test,Test123456,user
yves.nwankwo,yves.nwankwo@example.com,Test123456,user
cynthia.sawadogo,cynthia.sawadogo@yahoo.com,Test123456,user
victoire.cissé,victoire.cissé@yahoo.com,Test123456,user
laure.kabba,laure.kabba@yahoo.com,Test123456,user
awa.aminu,awa.aminu@school.test,Test123456,user
nicolas.coulibaly,nicolas.coulibaly@school.test,Test123456,user
jacob.obi,jacob.obi@yahoo.com,Test123456,user
hamidou.yeo,hamidou.yeo@yahoo.com,Test123456,user
karim.avo,karim.avo@school.test,Test123456,user
nourou.moussa,nourou.moussa@example.com,Test123456,user
kodjo.zinédine,kodjo.zinédine@school.test,Test123456,user
patricia.ouedraogo1,patricia.ouedraogo1@school.test,Test123456,user
yves.adesina,yves.adesina@example.com,Test123456,user
bénédicte.annan,bénédicte.annan@school.test,Test123456,user
aminata.yao1,aminata.yao1@school.test,Test123456,user
aïcha.camara,aïcha.camara@example.com,Test123456,user
nora.koura1,nora.koura1@school.test,Test123456,user
safiatou.nguessan,safiatou.nguessan@school.test,Test123456,user
irène.sow,irène.sow@yahoo.com,Test123456,user
prisca.fofana,prisca.fofana@yahoo.com,Test123456,user
essi.togbé,essi.togbé@yahoo.com,Test123456,user
eudes.zanou,eudes.zanou@school.test,Test123456,user
ali.adeyemi,ali.adeyemi@gmail.com,Test123456,user
rachid.yao,rachid.yao@school.test,Test123456,user
joël.bankole,joël.bankole@school.test,Test123456,user
claudine.tamba,claudine.tamba@gmail.com,Test123456,user
zeinabou.assogba1,zeinabou.assogba1@gmail.com,Test123456,user
myriam.kpovi1,myriam.kpovi1@yahoo.com,Test123456,user
essi.boahen,essi.boahen@example.com,Test123456,user
landry.zossou,landry.zossou@gmail.com,Test123456,user
zeinabou.idriss,zeinabou.idriss@gmail.com,Test123456,user
cyrille.tamba,cyrille.tamba@example.com,Test123456,user
patricia.togbé,patricia.togbé@yahoo.com,Test123456,user
essi.togbé1,essi.togbé1@school.test,Test123456,user
kevin.adeyemi,kevin.adeyemi@gmail.com,Test123456,user
emmanuel.etim,emmanuel.etim@gmail.com,Test123456,user
didier.yao,didier.yao@yahoo.com,Test123456,user
moussa.gnandi1,moussa.gnandi1@yahoo.com,Test123456,user
hervé.ola,hervé.ola@yahoo.com,Test123456,user
blaise.sossou,blaise.sossou@yahoo.com,Test123456,user
barnabé.avo,barnabé.avo@example.com,Test123456,user
aminata.bello,aminata.bello@example.com,Test123456,user
estelle.yendé,estelle.yendé@gmail.com,Test123456,user
parent.ahouansou1,parent.ahouansou1@yahoo.com,Test123456,user
parent.ahouansou2,parent.ahouansou2@school.test,Test123456,user
parent.ahouansou3,parent.ahouansou3@example.com,Test123456,user
parent.ahouansou4,parent.ahouansou4@gmail.com,Test123456,user
parent.ahouansou5,parent.ahouansou5@school.test,Test123456,user
parent.ahouansou6,parent.ahouansou6@school.test,Test123456,user
parent.akindo1,parent.akindo1@example.com,Test123456,user
parent.akindo2,parent.akindo2@school.test,Test123456,user
parent.akindo3,parent.akindo3@school.test,Test123456,user
parent.aminu1,parent.aminu1@gmail.com,Test123456,user
parent.aminu2,parent.aminu2@gmail.com,Test123456,user
parent.boahen1,parent.boahen1@gmail.com,Test123456,user
parent.boahen2,parent.boahen2@yahoo.com,Test123456,user
parent.boahen3,parent.boahen3@example.com,Test123456,user
parent.coumba1,parent.coumba1@school.test,Test123456,user
parent.coumba2,parent.coumba2@gmail.com,Test123456,user
parent.coumba3,parent.coumba3@example.com,Test123456,user
parent.coumba4,parent.coumba4@school.test,Test123456,user
parent.diallo,parent.diallo@example.com,Test123456,user
parent.kabba1,parent.kabba1@gmail.com,Test123456,user
parent.kabba2,parent.kabba2@example.com,Test123456,user
parent.kabba3,parent.kabba3@gmail.com,Test123456,user
parent.kabba4,parent.kabba4@yahoo.com,Test123456,user
parent.karamoko1,parent.karamoko1@yahoo.com,Test123456,user
parent.karamoko2,parent.karamoko2@yahoo.com,Test123456,user
parent.koulibaly1,parent.koulibaly1@gmail.com,Test123456,user
parent.koulibaly2,parent.koulibaly2@school.test,Test123456,user
parent.koulibaly3,parent.koulibaly3@yahoo.com,Test123456,user
parent.lamine1,parent.lamine1@gmail.com,Test123456,user
parent.lamine2,parent.lamine2@school.test,Test123456,user
parent.lamine3,parent.lamine3@gmail.com,Test123456,user
parent.lamine4,parent.lamine4@example.com,Test123456,user
parent.moyo1,parent.moyo1@example.com,Test123456,user
parent.moyo2,parent.moyo2@yahoo.com,Test123456,user
parent.moyo3,parent.moyo3@gmail.com,Test123456,user
parent.niang1,parent.niang1@yahoo.com,Test123456,user
parent.niang2,parent.niang2@school.test,Test123456,user
parent.niang3,parent.niang3@gmail.com,Test123456,user
parent.niang4,parent.niang4@example.com,Test123456,user
parent.saïdou1,parent.saïdou1@yahoo.com,Test123456,user
parent.saïdou2,parent.saïdou2@gmail.com,Test123456,user
parent.saïdou3,parent.saïdou3@yahoo.com,Test123456,user
parent.zanou1,parent.zanou1@yahoo.com,Test123456,user
parent.zanou2,parent.zanou2@gmail.com,Test123456,user
parent.zanou3,parent.zanou3@yahoo.com,Test123456,user
parent.adesina1,parent.adesina1@yahoo.com,Test123456,user
parent.adesina2,parent.adesina2@school.test,Test123456,user
parent.bangoura1,parent.bangoura1@yahoo.com,Test123456,user
parent.bangoura2,parent.bangoura2@yahoo.com,Test123456,user
parent.bangoura3,parent.bangoura3@example.com,Test123456,user
parent.fofana1,parent.fofana1@school.test,Test123456,user
parent.fofana2,parent.fofana2@example.com,Test123456,user
parent.fofana3,parent.fofana3@school.test,Test123456,user
parent.fofana4,parent.fofana4@school.test,Test123456,user
parent.fofana5,parent.fofana5@example.com,Test123456,user
parent.fofana6,parent.fofana6@example.com,Test123456,user
parent.fofana7,parent.fofana7@example.com,Test123456,user
parent.fofana8,parent.fofana8@example.com,Test123456,user
parent.kibaki1,parent.kibaki1@school.test,Test123456,user
parent.kibaki2,parent.kibaki2@example.com,Test123456,user
parent.kibaki3,parent.kibaki3@yahoo.com,Test123456,user
parent.kibaki4,parent.kibaki4@yahoo.com,Test123456,user
parent.kodjo1,parent.kodjo1@yahoo.com,Test123456,user
parent.kodjo2,parent.kodjo2@example.com,Test123456,user
parent.kodjo3,parent.kodjo3@school.test,Test123456,user
parent.mamadou1,parent.mamadou1@gmail.com,Test123456,user
parent.mamadou3,parent.mamadou3@gmail.com,Test123456,user
parent.nwachukwu1,parent.nwachukwu1@gmail.com,Test123456,user
parent.nwachukwu2,parent.nwachukwu2@gmail.com,Test123456,user
parent.nwachukwu3,parent.nwachukwu3@school.test,Test123456,user
parent.ouedraogo1,parent.ouedraogo1@yahoo.com,Test123456,user
parent.ouedraogo2,parent.ouedraogo2@gmail.com,Test123456,user
parent.owusu1,parent.owusu1@school.test,Test123456,user
parent.owusu2,parent.owusu2@school.test,Test123456,user
parent.owusu3,parent.owusu3@yahoo.com,Test123456,user
parent.owusu4,parent.owusu4@example.com,Test123456,user
parent.yendé1,parent.yendé1@school.test,Test123456,user
parent.yendé2,parent.yendé2@example.com,Test123456,user
parent.yendé3,parent.yendé3@school.test,Test123456,user
parent.antoine1,parent.antoine1@gmail.com,Test123456,user
parent.antoine2,parent.antoine2@example.com,Test123456,user
parent.antoine3,parent.antoine3@gmail.com,Test123456,user
parent.kaboré1,parent.kaboré1@example.com,Test123456,user
parent.kaboré2,parent.kaboré2@yahoo.com,Test123456,user
parent.kaboré3,parent.kaboré3@example.com,Test123456,user
parent.kaboré4,parent.kaboré4@yahoo.com,Test123456,user
parent.kaboré5,parent.kaboré5@gmail.com,Test123456,user
parent.mabiala1,parent.mabiala1@gmail.com,Test123456,user
parent.mabiala2,parent.mabiala2@yahoo.com,Test123456,user
parent.mabiala3,parent.mabiala3@gmail.com,Test123456,user
parent.mabiala4,parent.mabiala4@example.com,Test123456,user
parent.nguessan1,parent.nguessan1@gmail.com,Test123456,user
parent.nguessan2,parent.nguessan2@example.com,Test123456,user
parent.nguessan3,parent.nguessan3@example.com,Test123456,user
parent.okoye1,parent.okoye1@example.com,Test123456,user
parent.okoye2,parent.okoye2@school.test,Test123456,user
parent.yabi1,parent.yabi1@school.test,Test123456,user
parent.yabi2,parent.yabi2@school.test,Test123456,user
parent.yabi3,parent.yabi3@gmail.com,Test123456,user
parent.assogba1,parent.assogba1@gmail.com,Test123456,user
parent.assogba2,parent.assogba2@yahoo.com,Test123456,user
parent.assogba3,parent.assogba3@gmail.com,Test123456,user
parent.assogba4,parent.assogba4@yahoo.com,Test123456,user
parent.jalloh2,parent.jalloh2@example.com,Test123456,user
parent.jalloh3,parent.jalloh3@school.test,Test123456,user
parent.mbengue1,parent.mbengue1@example.com,Test123456,user
parent.mbengue2,parent.mbengue2@example.com,Test123456,user
parent.traore1,parent.traore1@school.test,Test123456,user
parent.traore2,parent.traore2@school.test,Test123456,user
parent.traore3,parent.traore3@school.test,Test123456,user
parent.gnonlonfoun1,parent.gnonlonfoun1@gmail.com,Test123456,user
parent.gnonlonfoun2,parent.gnonlonfoun2@gmail.com,Test123456,user
parent.gnonlonfoun3,parent.gnonlonfoun3@yahoo.com,Test123456,user
parent.gnonlonfoun4,parent.gnonlonfoun4@school.test,Test123456,user
parent.houngbédji1,parent.houngbédji1@school.test,Test123456,user
parent.houngbédji2,parent.houngbédji2@school.test,Test123456,user
parent.houngbédji3,parent.houngbédji3@yahoo.com,Test123456,user
parent.houngbédji4,parent.houngbédji4@example.com,Test123456,user
parent.kpovi1,parent.kpovi1@yahoo.com,Test123456,user
parent.kpovi2,parent.kpovi2@yahoo.com,Test123456,user
parent.okechukwu1,parent.okechukwu1@example.com,Test123456,user
parent.kanzi2,parent.kanzi2@example.com,Test123456,user
parent.okechukwu2,parent.okechukwu2@yahoo.com,Test123456,user
parent.okechukwu3,parent.okechukwu3@example.com,Test123456,user
parent.tcham'1,parent.tcham'1@yahoo.com,Test123456,user
parent.tcham'2,parent.tcham'2@example.com,Test123456,user
parent.tcham'3,parent.tcham'3@school.test,Test123456,user
parent.akakpo1,parent.akakpo1@school.test,Test123456,user
parent.akakpo2,parent.akakpo2@yahoo.com,Test123456,user
parent.akakpo3,parent.akakpo3@yahoo.com,Test123456,user
parent.akakpo4,parent.akakpo4@gmail.com,Test123456,user
parent.akakpo5,parent.akakpo5@yahoo.com,Test123456,user
parent.amadou1,parent.amadou1@example.com,Test123456,user
parent.amadou2,parent.amadou2@example.com,Test123456,user
parent.amadou3,parent.amadou3@school.test,Test123456,user
parent.amadou4,parent.amadou4@example.com,Test123456,user
parent.anago1,parent.anago1@school.test,Test123456,user
parent.anago2,parent.anago2@school.test,Test123456,user
parent.anago3,parent.anago3@example.com,Test123456,user
parent.bankole1,parent.bankole1@school.test,Test123456,user
parent.bankole2,parent.bankole2@example.com,Test123456,user
parent.bankole4,parent.bankole4@yahoo.com,Test123456,user
parent.houngbo1,parent.houngbo1@gmail.com,Test123456,user
parent.houngbo2,parent.houngbo2@yahoo.com,Test123456,user
parent.zinédine1,parent.zinédine1@example.com,Test123456,user
parent.zinédine2,parent.zinédine2@gmail.com,Test123456,user
parent.zinédine3,parent.zinédine3@school.test,Test123456,user
parent.zinédine4,parent.zinédine4@school.test,Test123456,user
parent.ajayi1,parent.ajayi1@yahoo.com,Test123456,user
parent.ajayi2,parent.ajayi2@example.com,Test123456,user
parent.camara1,parent.camara1@example.com,Test123456,user
parent.camara2,parent.camara2@example.com,Test123456,user
parent.camara3,parent.camara3@gmail.com,Test123456,user
parent.chukwu1,parent.chukwu1@yahoo.com,Test123456,user
parent.chukwu2,parent.chukwu2@school.test,Test123456,user
parent.chukwu3,parent.chukwu3@yahoo.com,Test123456,user
parent.chukwu4,parent.chukwu4@school.test,Test123456,user
parent.houssou1,parent.houssou1@example.com,Test123456,user
parent.houssou2,parent.houssou2@example.com,Test123456,user
parent.houssou3,parent.houssou3@yahoo.com,Test123456,user
parent.houssou4,parent.houssou4@gmail.com,Test123456,user
parent.kanzi1,parent.kanzi1@example.com,Test123456,user
parent.kanzi3,parent.kanzi3@school.test,Test123456,user
parent.kouassi1,parent.kouassi1@example.com,Test123456,user
parent.kouassi2,parent.kouassi2@example.com,Test123456,user
parent.kouassi3,parent.kouassi3@school.test,Test123456,user
parent.kouassi4,parent.kouassi4@example.com,Test123456,user
parent.mbakop1,parent.mbakop1@school.test,Test123456,user
parent.mbakop2,parent.mbakop2@school.test,Test123456,user
parent.mbakop3,parent.mbakop3@school.test,Test123456,user
parent.mbakop4,parent.mbakop4@example.com,Test123456,user
parent.mbaye1,parent.mbaye1@yahoo.com,Test123456,user
parent.mbaye2,parent.mbaye2@yahoo.com,Test123456,user
parent.mbaye3,parent.mbaye3@school.test,Test123456,user
parent.mbaye4,parent.mbaye4@yahoo.com,Test123456,user
parent.sarr1,parent.sarr1@yahoo.com,Test123456,user
parent.sarr2,parent.sarr2@example.com,Test123456,user
parent.sekou1,parent.sekou1@gmail.com,Test123456,user
parent.sekou2,parent.sekou2@example.com,Test123456,user
parent.sekou3,parent.sekou3@example.com,Test123456,user
parent.tchibota1,parent.tchibota1@school.test,Test123456,user
parent.tchibota2,parent.tchibota2@gmail.com,Test123456,user
parent.tchibota3,parent.tchibota3@yahoo.com,Test123456,user
parent.yeo1,parent.yeo1@yahoo.com,Test123456,user
parent.yeo2,parent.yeo2@yahoo.com,Test123456,user
parent.yeo3,parent.yeo3@example.com,Test123456,user
parent.ismail1,parent.ismail1@school.test,Test123456,user
parent.ismail2,parent.ismail2@school.test,Test123456,user
parent.ismail3,parent.ismail3@yahoo.com,Test123456,user
parent.ismail4,parent.ismail4@gmail.com,Test123456,user
parent.ismail5,parent.ismail5@school.test,Test123456,user
parent.kone1,parent.kone1@example.com,Test123456,user
parent.kone2,parent.kone2@school.test,Test123456,user
parent.senyo1,parent.senyo1@gmail.com,Test123456,user
parent.senyo2,parent.senyo2@yahoo.com,Test123456,user
parent.sossou1,parent.sossou1@school.test,Test123456,user
parent.sossou2,parent.sossou2@gmail.com,Test123456,user
parent.sossou3,parent.sossou3@yahoo.com,Test123456,user
parent.sossou4,parent.sossou4@yahoo.com,Test123456,user
parent.balde1,parent.balde1@yahoo.com,Test123456,user
parent.balde2,parent.balde2@gmail.com,Test123456,user
parent.hounkpati1,parent.hounkpati1@school.test,Test123456,user
parent.hounkpati2,parent.hounkpati2@gmail.com,Test123456,user
parent.hounkpati3,parent.hounkpati3@yahoo.com,Test123456,user
parent.olusola1,parent.olusola1@yahoo.com,Test123456,user
parent.olusola2,parent.olusola2@example.com,Test123456,user
parent.olusola3,parent.olusola3@school.test,Test123456,user
parent.toure1,parent.toure1@gmail.com,Test123456,user
parent.toure2,parent.toure2@example.com,Test123456,user
parent.adeyemi1,parent.adeyemi1@yahoo.com,Test123456,user
parent.adeyemi2,parent.adeyemi2@example.com,Test123456,user
parent.adeyemi3,parent.adeyemi3@gmail.com,Test123456,user
parent.adeyemi4,parent.adeyemi4@yahoo.com,Test123456,user
parent.adeyemi5,parent.adeyemi5@example.com,Test123456,user
parent.adeyinka1,parent.adeyinka1@gmail.com,Test123456,user
parent.afolabi1,parent.afolabi1@example.com,Test123456,user
parent.afolabi2,parent.afolabi2@example.com,Test123456,user
parent.afolabi3,parent.afolabi3@yahoo.com,Test123456,user
parent.afolabi4,parent.afolabi4@yahoo.com,Test123456,user
parent.bah1,parent.bah1@yahoo.com,Test123456,user
parent.bah2,parent.bah2@school.test,Test123456,user
parent.bah3,parent.bah3@example.com,Test123456,user
parent.coulibaly1,parent.coulibaly1@school.test,Test123456,user
parent.coulibaly2,parent.coulibaly2@school.test,Test123456,user
parent.coulibaly3,parent.coulibaly3@example.com,Test123456,user
parent.coulibaly4,parent.coulibaly4@gmail.com,Test123456,user
parent.diabaté1,parent.diabaté1@school.test,Test123456,user
parent.diabaté2,parent.diabaté2@yahoo.com,Test123456,user
parent.diabaté3,parent.diabaté3@yahoo.com,Test123456,user
parent.ekpo1,parent.ekpo1@gmail.com,Test123456,user
parent.ekpo2,parent.ekpo2@example.com,Test123456,user
parent.seydou1,parent.seydou1@gmail.com,Test123456,user
parent.seydou2,parent.seydou2@yahoo.com,Test123456,user
parent.seydou3,parent.seydou3@gmail.com,Test123456,user
parent.adekunle1,parent.adekunle1@gmail.com,Test123456,user
parent.adekunle2,parent.adekunle2@example.com,Test123456,user
parent.adjovi1,parent.adjovi1@school.test,Test123456,user
parent.adjovi2,parent.adjovi2@gmail.com,Test123456,user
parent.adjovi3,parent.adjovi3@yahoo.com,Test123456,user
parent.akanbi1,parent.akanbi1@school.test,Test123456,user
parent.akanbi2,parent.akanbi2@school.test,Test123456,user
parent.atcholi1,parent.atcholi1@example.com,Test123456,user
parent.atcholi2,parent.atcholi2@yahoo.com,Test123456,user
parent.bello1,parent.bello1@gmail.com,Test123456,user
parent.bello2,parent.bello2@yahoo.com,Test123456,user
parent.cissé1,parent.cissé1@yahoo.com,Test123456,user
parent.cissé2,parent.cissé2@example.com,Test123456,user
parent.cissé3,parent.cissé3@gmail.com,Test123456,user
parent.koura1,parent.koura1@gmail.com,Test123456,user
parent.koura2,parent.koura2@yahoo.com,Test123456,user
parent.sow1,parent.sow1@yahoo.com,Test123456,user
parent.sow2,parent.sow2@example.com,Test123456,user
parent.tchao1,parent.tchao1@gmail.com,Test123456,user
parent.yao2,parent.yao2@gmail.com,Test123456,user
parent.yao3,parent.yao3@example.com,Test123456,user
parent.zongo1,parent.zongo1@school.test,Test123456,user
parent.zongo2,parent.zongo2@example.com,Test123456,user
parent.zongo3,parent.zongo3@school.test,Test123456,user
parent.adebisi1,parent.adebisi1@gmail.com,Test123456,user
parent.adebisi2,parent.adebisi2@gmail.com,Test123456,user
parent.adebisi3,parent.adebisi3@yahoo.com,Test123456,user
parent.kougnin1,parent.kougnin1@yahoo.com,Test123456,user
parent.kougnin2,parent.kougnin2@example.com,Test123456,user
parent.koutché1,parent.koutché1@example.com,Test123456,user
parent.koutché2,parent.koutché2@example.com,Test123456,user
parent.koutché3,parent.koutché3@school.test,Test123456,user
parent.moussa1,parent.moussa1@school.test,Test123456,user
parent.moussa2,parent.moussa2@example.com,Test123456,user
parent.dossou1,parent.dossou1@yahoo.com,Test123456,user
parent.dossou2,parent.dossou2@school.test,Test123456,user
parent.dossou3,parent.dossou3@example.com,Test123456,user
parent.ebo1,parent.ebo1@example.com,Test123456,user
parent.ebo2,parent.ebo2@gmail.com,Test123456,user
parent.ebo3,parent.ebo3@school.test,Test123456,user
parent.tiémoko1,parent.tiémoko1@example.com,Test123456,user
parent.tiémoko2,parent.tiémoko2@school.test,Test123456,user
parent.tiémoko3,parent.tiémoko3@gmail.com,Test123456,user
parent.etim1,parent.etim1@example.com,Test123456,user
parent.etim2,parent.etim2@school.test,Test123456,user
parent.etim3,parent.etim3@example.com,Test123456,user
parent.kouame1,parent.kouame1@example.com,Test123456,user
parent.kouame2,parent.kouame2@yahoo.com,Test123456,user
parent.kouame3,parent.kouame3@yahoo.com,Test123456,user
parent.n’guessan1,parent.n’guessan1@school.test,Test123456,user
parent.n’guessan2,parent.n’guessan2@gmail.com,Test123456,user
parent.n’guessan3,parent.n’guessan3@yahoo.com,Test123456,user
parent.n’guessan4,parent.n’guessan4@example.com,Test123456,user
parent.adebayo1,parent.adebayo1@gmail.com,Test123456,user
parent.adebayo2,parent.adebayo2@example.com,Test123456,user
parent.adebayo3,parent.adebayo3@example.com,Test123456,user
parent.gnandi2,parent.gnandi2@gmail.com,Test123456,user
parent.gnandi3,parent.gnandi3@gmail.com,Test123456,user
parent.gnandi4,parent.gnandi4@gmail.com,Test123456,user
parent.koné1,parent.koné1@yahoo.com,Test123456,user
parent.koné2,parent.koné2@yahoo.com,Test123456,user
parent.koné3,parent.koné3@school.test,Test123456,user
parent.kossi1,parent.kossi1@example.com,Test123456,user
parent.kossi2,parent.kossi2@gmail.com,Test123456,user
parent.kossi3,parent.kossi3@gmail.com,Test123456,user
parent.onyango1,parent.onyango1@school.test,Test123456,user
parent.onyango2,parent.onyango2@school.test,Test123456,user
parent.souleyman1,parent.souleyman1@gmail.com,Test123456,user
parent.souleyman2,parent.souleyman2@example.com,Test123456,user
parent.agbo1,parent.agbo1@gmail.com,Test123456,user
parent.agbo2,parent.agbo2@example.com,Test123456,user
parent.agbo3,parent.agbo3@gmail.com,Test123456,user
parent.avo1,parent.avo1@example.com,Test123456,user
parent.avo2,parent.avo2@school.test,Test123456,user
parent.gbessi1,parent.gbessi1@yahoo.com,Test123456,user
parent.gbessi2,parent.gbessi2@gmail.com,Test123456,user
parent.gbessi3,parent.gbessi3@example.com,Test123456,user
parent.guedegbe1,parent.guedegbe1@school.test,Test123456,user
parent.guedegbe2,parent.guedegbe2@school.test,Test123456,user
parent.traoré1,parent.traoré1@school.test,Test123456,user
parent.traoré2,parent.traoré2@yahoo.com,Test123456,user
parent.yamba1,parent.yamba1@yahoo.com,Test123456,user
parent.yamba2,parent.yamba2@gmail.com,Test123456,user
parent.yamba3,parent.yamba3@gmail.com,Test123456,user
parent.kouyaté1,parent.kouyaté1@example.com,Test123456,user
parent.kouyaté2,parent.kouyaté2@gmail.com,Test123456,user
parent.kwame,parent.kwame@yahoo.com,Test123456,user
parent.mensah1,parent.mensah1@example.com,Test123456,user
parent.mensah2,parent.mensah2@school.test,Test123456,user
parent.soglo1,parent.soglo1@example.com,Test123456,user
parent.soglo2,parent.soglo2@yahoo.com,Test123456,user
parent.soglo3,parent.soglo3@yahoo.com,Test123456,user
parent.yem1,parent.yem1@yahoo.com,Test123456,user
parent.yem2,parent.yem2@gmail.com,Test123456,user
parent.kakpo1,parent.kakpo1@yahoo.com,Test123456,user
parent.kakpo2,parent.kakpo2@example.com,Test123456,user
parent.sylla1,parent.sylla1@school.test,Test123456,user
parent.sylla2,parent.sylla2@school.test,Test123456,user
parent.sylla3,parent.sylla3@example.com,Test123456,user
parent.annan1,parent.annan1@yahoo.com,Test123456,user
parent.annan2,parent.annan2@gmail.com,Test123456,user
parent.annan3,parent.annan3@example.com,Test123456,user
parent.bamba1,parent.bamba1@yahoo.com,Test123456,user
parent.bamba2,parent.bamba2@example.com,Test123456,user
parent.bamba3,parent.bamba3@yahoo.com,Test123456,user
parent.obi1,parent.obi1@example.com,Test123456,user
parent.obi2,parent.obi2@yahoo.com,Test123456,user
parent.obi3,parent.obi3@example.com,Test123456,user
parent.agossa1,parent.agossa1@yahoo.com,Test123456,user
parent.agossa2,parent.agossa2@yahoo.com,Test123456,user
parent.agossa3,parent.agossa3@example.com,Test123456,user
parent.anan1,parent.anan1@example.com,Test123456,user
parent.anan2,parent.anan2@school.test,Test123456,user
parent.kpodar1,parent.kpodar1@yahoo.com,Test123456,user
parent.kpodar2,parent.kpodar2@example.com,Test123456,user
parent.nwankwo1,parent.nwankwo1@school.test,Test123456,user
parent.nwankwo2,parent.nwankwo2@school.test,Test123456,user
parent.nwankwo3,parent.nwankwo3@gmail.com,Test123456,user
parent.tamba1,parent.tamba1@gmail.com,Test123456,user
parent.tamba2,parent.tamba2@example.com,Test123456,user
parent.tamba3,parent.tamba3@yahoo.com,Test123456,user
parent.dah1,parent.dah1@example.com,Test123456,user
parent.dah2,parent.dah2@yahoo.com,Test123456,user
parent.togbé1,parent.togbé1@yahoo.com,Test123456,user
parent.togbé2,parent.togbé2@gmail.com,Test123456,user
parent.togbé3,parent.togbé3@gmail.com,Test123456,user
parent.togbé4,parent.togbé4@school.test,Test123456,user
parent.ola1,parent.ola1@yahoo.com,Test123456,user
parent.ola2,parent.ola2@gmail.com,Test123456,user
parent.ola3,parent.ola3@gmail.com,Test123456,user
parent.ola4,parent.ola4@gmail.com,Test123456,user
parent.kpogue1,parent.kpogue1@school.test,Test123456,user
parent.kpogue2,parent.kpogue2@gmail.com,Test123456,user
parent.n'diaye1,parent.n'diaye1@yahoo.com,Test123456,user
parent.n'diaye2,parent.n'diaye2@gmail.com,Test123456,user
parent.n'diaye3,parent.n'diaye3@example.com,Test123456,user
parent.sawadogo1,parent.sawadogo1@yahoo.com,Test123456,user
parent.sawadogo2,parent.sawadogo2@school.test,Test123456,user
parent.mendy,parent.mendy@school.test,Test123456,user
parent.mohammed1,parent.mohammed1@yahoo.com,Test123456,user
parent.mohammed2,parent.mohammed2@example.com,Test123456,user
parent.kouadio1,parent.kouadio1@school.test,Test123456,user
parent.kouadio2,parent.kouadio2@school.test,Test123456,user
parent.kouadio3,parent.kouadio3@example.com,Test123456,user
parent.idriss1,parent.idriss1@gmail.com,Test123456,user
parent.idriss2,parent.idriss2@example.com,Test123456,user
parent.sankara1,parent.sankara1@example.com,Test123456,user
parent.sankara2,parent.sankara2@gmail.com,Test123456,user
parent.diarra1,parent.diarra1@school.test,Test123456,user
parent.diarra2,parent.diarra2@school.test,Test123456,user
parent.akindele1,parent.akindele1@gmail.com,Test123456,user
parent.akindele2,parent.akindele2@gmail.com,Test123456,user
parent.ndiaye1,parent.ndiaye1@yahoo.com,Test123456,user
parent.ndiaye2,parent.ndiaye2@gmail.com,Test123456,user
parent.ndiaye3,parent.ndiaye3@yahoo.com,Test123456,user
parent.balogun1,parent.balogun1@gmail.com,Test123456,user
parent.balogun2,parent.balogun2@yahoo.com,Test123456,user
parent.oumar1,parent.oumar1@gmail.com,Test123456,user
parent.oumar2,parent.oumar2@yahoo.com,Test123456,user
parent.oumar3,parent.oumar3@yahoo.com,Test123456,user
parent.oumar4,parent.oumar4@school.test,Test123456,user
parent.akpan1,parent.akpan1@yahoo.com,Test123456,user
parent.akpan2,parent.akpan2@school.test,Test123456,user
parent.koffi1,parent.koffi1@example.com,Test123456,user
parent.koffi2,parent.koffi2@gmail.com,Test123456,user
parent.koffi3,parent.koffi3@yahoo.com,Test123456,user
parent.baba,parent.baba@yahoo.com,Test123456,user
parent.zossou,parent.zossou@gmail.com,Test123456,user
parent.atakora,parent.atakora@yahoo.com,Test123456,user
parent.zoungrana1,parent.zoungrana1@example.com,Test123456,user
parent.zoungrana2,parent.zoungrana2@example.com,Test123456,user
teacher.allemand.2,teacher.allemand.2@gmail.com,Test123456,user
teacher.allemand.3,teacher.allemand.3@gmail.com,Test123456,user
teacher.allemand.4,teacher.allemand.4@example.com,Test123456,user
teacher.allemand.5,teacher.allemand.5@gmail.com,Test123456,user
teacher.allemand.6,teacher.allemand.6@school.test,Test123456,user
teacher.allemand.7,teacher.allemand.7@example.com,Test123456,user
teacher.allemand.8,teacher.allemand.8@school.test,Test123456,user
teacher.allemand.9,teacher.allemand.9@gmail.com,Test123456,user
teacher.allemand.10,teacher.allemand.10@yahoo.com,Test123456,user
teacher.allemand.11,teacher.allemand.11@example.com,Test123456,user
teacher.allemand.12,teacher.allemand.12@school.test,Test123456,user
teacher.allemand.13,teacher.allemand.13@yahoo.com,Test123456,user
teacher.allemand.14,teacher.allemand.14@example.com,Test123456,user
teacher.allemand.15,teacher.allemand.15@example.com,Test123456,user
teacher.anglais.1,teacher.anglais.1@gmail.com,Test123456,user
teacher.anglais.2,teacher.anglais.2@gmail.com,Test123456,user
teacher.anglais.3,teacher.anglais.3@school.test,Test123456,user
teacher.anglais.4,teacher.anglais.4@gmail.com,Test123456,user
teacher.anglais.5,teacher.anglais.5@school.test,Test123456,user
teacher.anglais.6,teacher.anglais.6@school.test,Test123456,user
teacher.anglais.7,teacher.anglais.7@school.test,Test123456,user
teacher.anglais.8,teacher.anglais.8@example.com,Test123456,user
teacher.anglais.9,teacher.anglais.9@school.test,Test123456,user
teacher.anglais.10,teacher.anglais.10@example.com,Test123456,user
teacher.anglais.11,teacher.anglais.11@yahoo.com,Test123456,user
teacher.anglais.12,teacher.anglais.12@yahoo.com,Test123456,user
teacher.anglais.13,teacher.anglais.13@yahoo.com,Test123456,user
